Ontology ID	Ancestor	Ancestor Name
MP_0011998	MP_0005380	embryo phenotype
MP_0012156	MP_0005380	embryo phenotype
MP_0013214	MP_0005380	embryo phenotype
MP_0001711	MP_0005380	embryo phenotype
MP_0012742	MP_0005380	embryo phenotype
MP_0009397	MP_0005380	embryo phenotype
MP_0011202	MP_0005380	embryo phenotype
MP_0013247	MP_0005380	embryo phenotype
MP_0010118	MP_0005380	embryo phenotype
MP_0004264	MP_0005380	embryo phenotype
MP_0001717	MP_0005380	embryo phenotype
MP_0011266	MP_0005380	embryo phenotype
MP_0014141	MP_0005380	embryo phenotype
MP_0013531	MP_0005380	embryo phenotype
MP_0003231	MP_0005380	embryo phenotype
MP_0006354	MP_0005380	embryo phenotype
MP_0013222	MP_0005380	embryo phenotype
MP_0020517	MP_0005380	embryo phenotype
MP_0006337	MP_0005380	embryo phenotype
MP_0009657	MP_0005380	embryo phenotype
MP_0001674	MP_0005380	embryo phenotype
MP_0013199	MP_0005380	embryo phenotype
MP_0004076	MP_0005380	embryo phenotype
MP_0008958	MP_0005380	embryo phenotype
MP_0002230	MP_0005380	embryo phenotype
MP_0013201	MP_0005380	embryo phenotype
MP_0001722	MP_0005380	embryo phenotype
MP_0003988	MP_0005380	embryo phenotype
MP_0001676	MP_0005380	embryo phenotype
MP_0012793	MP_0005380	embryo phenotype
MP_0006341	MP_0005380	embryo phenotype
MP_0002151	MP_0005380	embryo phenotype
MP_0002836	MP_0005380	embryo phenotype
MP_0011835	MP_0005380	embryo phenotype
MP_0011524	MP_0005380	embryo phenotype
MP_0013168	MP_0005380	embryo phenotype
MP_0003229	MP_0005380	embryo phenotype
MP_0012027	MP_0005380	embryo phenotype
MP_0001699	MP_0005380	embryo phenotype
MP_0012157	MP_0005380	embryo phenotype
MP_0003054	MP_0005380	embryo phenotype
MP_0003885	MP_0005380	embryo phenotype
MP_0012745	MP_0005380	embryo phenotype
MP_0030904	MP_0005380	embryo phenotype
MP_0012758	MP_0005380	embryo phenotype
MP_0010664	MP_0005380	embryo phenotype
MP_0010667	MP_0005380	embryo phenotype
MP_0009768	MP_0005380	embryo phenotype
MP_0002584	MP_0005380	embryo phenotype
MP_0008029	MP_0005380	embryo phenotype
MP_0030537	MP_0005380	embryo phenotype
MP_0003208	MP_0005380	embryo phenotype
MP_0000929	MP_0005380	embryo phenotype
MP_0010126	MP_0005380	embryo phenotype
MP_0012812	MP_0005380	embryo phenotype
MP_0030906	MP_0005380	embryo phenotype
MP_0008487	MP_0005380	embryo phenotype
MP_0001696	MP_0005380	embryo phenotype
MP_0010395	MP_0005380	embryo phenotype
MP_0004558	MP_0005380	embryo phenotype
MP_0004229	MP_0005380	embryo phenotype
MP_0003845	MP_0005380	embryo phenotype
MP_0001723	MP_0005380	embryo phenotype
MP_0004387	MP_0005380	embryo phenotype
MP_0012530	MP_0005380	embryo phenotype
MP_0009429	MP_0005380	embryo phenotype
MP_0012794	MP_0005380	embryo phenotype
MP_0006344	MP_0005380	embryo phenotype
MP_0012509	MP_0005380	embryo phenotype
MP_0003720	MP_0005380	embryo phenotype
MP_0001714	MP_0005380	embryo phenotype
MP_0013166	MP_0005380	embryo phenotype
MP_0013197	MP_0005380	embryo phenotype
